ABB [GOLD] nf=26 down_streak=0 vol=0.8x sret=+1.8% rsi=52 distSMA200=-15% distHigh60=-1% atr=3.1% | close10d[5451,5488,5334,5398,5288,5440,5587,5636,5635,5735] vol5d[0.8x,1.6x,1.5x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
BRIGADE [GOLD] nf=17 down_streak=1 vol=1.7x sret=-2.5% rsi=55 distSMA200=-7% distHigh60=-4% atr=3.5% | close10d[987,1021,997,1018,1003,1016,1039,1080,1092,1065] vol5d[0.7x,0.9x,1.2x,1.3x,1.7x] | patterns: hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>2.46 & roc_20<=30.2 & weekly_close_loc>0.27 & weekly_range_pct>7.6 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.02 & dist_high_120<=-18.07 & weekly_close_loc>0.43 & weekly_range_pct<=8.64
CGPOWER [GOLD] nf=64 down_streak=0 vol=1.1x sret=+0.8% rsi=60 distSMA200=-1% distHigh60=-1% atr=3.9% | close10d[622,635,598,609,610,610,646,652,673,678] vol5d[0.9x,1.0x,0.7x,1.2x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42
BSOFT [GOLD] nf=63 down_streak=0 vol=0.7x sret=+1.2% rsi=66 distSMA200=-20% distHigh60=-17% atr=3.1% | close10d[395,397,384,390,386,384,420,421,423,428] vol5d[0.5x,3.0x,1.9x,1.6x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71
ASAHIINDIA [ENTERPRISE-Dryup] nf=38 down_streak=1 vol=0.2x sret=-1.5% rsi=64 distSMA200=+11% distHigh60=-3% atr=3.7% | close10d[733,737,726,752,723,713,742,749,771,759] vol5d[0.2x,0.2x,0.1x,0.7x,0.2x] | patterns: hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252>-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50<=1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d>13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:dist_high_252>-43.48 & dist_sma_200<=24.12 & rs_market_60d<=7.95 & weekly_close_vs_sma20>12.39
CHOICEIN [ENTERPRISE-Dryup] nf=50 down_streak=0 vol=0.6x sret=+0.3% rsi=77 distSMA200=+35% distHigh60=-2% atr=3.1% | close10d[616,626,621,622,620,620,652,659,677,679] vol5d[0.8x,1.2x,0.5x,1.1x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71
ATUL [ENTERPRISE-Dryup] nf=14 down_streak=0 vol=0.2x sret=+0.4% rsi=73 distSMA200=-2% distHigh60=-4% atr=3.7% | close10d[7042,6906,6859,6862,6832,6772,6802,6869,6798,6828] vol5d[0.1x,0.2x,0.2x,0.2x,0.2x] | patterns: hit_25pc_30d:atr_20_pct>3.67 & rs_sector_20d>10.63 & weekly_close_loc>0.32 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35 | hit_10pc_20d:atr_20_pct>3.63 & dist_sma_50>-1.72 & rs_market_20d>3.19 & rs_sector_60d>-16.21 | hit_15pc_20d:atr_20_pct>3.52 & dist_sma_200<=16.34 & weekly_close_vs_sma20>1.3
CHOLAHLDNG [ENTERPRISE-Dryup] nf=71 down_streak=0 vol=0.6x sret=+1.6% rsi=45 distSMA200=+13% distHigh60=-6% atr=4.3% | close10d[1813,1858,1886,1867,1829,1718,1801,1785,1847,1877] vol5d[0.7x,0.7x,0.4x,0.6x,0.6x] | patterns: hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc>0.84 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_15pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc>0.84
CHALET [GOLD] nf=99 down_streak=1 vol=1.1x sret=-0.6% rsi=70 distSMA200=+9% distHigh60=-2% atr=3.8% | close10d[801,824,808,811,800,798,870,875,919,914] vol5d[1.8x,2.6x,4.7x,3.3x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0
COHANCE [GOLD] nf=39 down_streak=2 vol=1.0x sret=-1.9% rsi=22 distSMA200=-8% distHigh60=-20% atr=4.6% | close10d[1136,1149,1120,1082,1060,1078,1063,1082,1079,1058] vol5d[0.6x,1.0x,0.8x,0.6x,1.0x] | patterns: hit_25pc_30d:atr_20_pct>4.48 & atr_5_vs_20>0.56 & dist_sma_200<=63.95 & rs_sector_60d<=0.72 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_10pc_20d:atr_20_pct>4.48 & roc_60>-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:n_sub_2_5_range_7d<=0.5 & roc_5>-6.67 & weekly_close_vs_sma20<=3.06 & weekly_range_pct<=9.66 | hit_25pc_30d:atr_20_pct>4.54 & dist_sma_200<=77.18 & roc_60<=37.87 & weekly_range_pct<=19.91
CONCORDBIO [ENTERPRISE-Dryup] nf=66 down_streak=0 vol=0.3x sret=+1.2% rsi=37 distSMA200=-19% distHigh60=-30% atr=4.6% | close10d[1491,1438,1387,1397,1523,1544,1511,1506,1507,1526] vol5d[1.5x,0.8x,0.3x,0.8x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_10pc_20d:atr_20_pct>3.63 & dist_high_120<=-27.42 & dist_sma_50<=-1.72 & vol_5d_vs_20d>0.82 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:dist_high_252<=-32.38 & dist_high_60<=-19.39 & n_sub_3_range_7d<=3.5 & rs_sector_60d<=1.7
CLEAN [ENTERPRISE-Dryup] nf=15 down_streak=0 vol=0.5x sret=+1.1% rsi=64 distSMA200=-9% distHigh60=-8% atr=2.8% | close10d[1168,1188,1171,1180,1192,1190,1237,1248,1263,1276] vol5d[0.5x,0.6x,0.4x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:dist_high_252<=-15.59 & n_sub_2_5_range_7d<=2.5 & weekly_close_loc>0.74 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20>4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7
CHAMBLFERT [GOLD] nf=26 down_streak=4 vol=1.1x sret=-1.8% rsi=34 distSMA200=+19% distHigh60=-14% atr=4.0% | close10d[695,691,727,710,691,694,689,658,648,636] vol5d[1.5x,0.9x,1.4x,0.9x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_25pc_30d:dist_high_10<=-10.8 & n_sub_3_range_7d<=2.5 & weekly_close_loc<=0.74 | hit_25pc_30d:dist_sma_200<=33.99 & rs_market_20d<=-5.83 & weekly_close_vs_sma20<=30.1 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56
CRAFTSMAN [GOLD-baseline] nf=94 down_streak=0 vol=1.7x sret=+0.1% rsi=63 distSMA200=+4% distHigh60=-3% atr=4.0% | close10d[4655,4809,4764,4644,4577,4868,5031,5156,5336,5342] vol5d[6.9x,3.2x,1.6x,2.8x,1.7x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5
CREDITACC [ENTERPRISE-Dryup] nf=61 down_streak=0 vol=0.6x sret=+0.5% rsi=55 distSMA200=+14% distHigh60=-2% atr=4.6% | close10d[1163,1170,1104,1137,1138,1126,1162,1188,1190,1196] vol5d[0.9x,0.5x,0.7x,0.4x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc<=0.84 & weekly_close_loc>0.59 | hit_25pc_30d:dist_high_252<=-13.78 & weekly_close_loc>0.45 & weekly_close_vs_sma20>19.33
OFSS [ENTERPRISE-Dryup] nf=20 down_streak=0 vol=0.5x sret=+0.6% rsi=51 distSMA200=-14% distHigh60=-4% atr=3.3% | close10d[8424,8366,8124,8266,8156,7994,8714,8478,8504,8551] vol5d[0.6x,1.4x,0.7x,0.5x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.02 & dist_high_120<=-18.07 & weekly_close_loc>0.43 & weekly_range_pct<=8.64 | hit_10pc_20d:atr_20_pct>3.12 & dist_sma_200<=10.57 & weekly_close_loc>0.53 & weekly_range_pct<=10.47
CRISIL [ENTERPRISE-Dryup] nf=16 down_streak=2 vol=0.5x sret=-0.7% rsi=57 distSMA200=+2% distHigh60=-5% atr=3.6% | close10d[4665,4621,4648,4700,5010,4870,5004,5115,5069,5031] vol5d[0.5x,0.9x,0.6x,0.4x,0.5x] | patterns: hit_25pc_30d:atr_20_pct>3.52 & dist_high_120<=-26.56 & dist_sma_200<=15.01 | hit_15pc_20d:atr_20_pct>3.6 & rs_market_60d<=-12.0 & rs_market_60d>-27.05 & weekly_close_loc<=0.68 | hit_25pc_30d:dist_high_252<=-24.86 & n_sub_2_5_range_7d<=2.5 & rs_market_60d<=-5.43 & weekly_close_vs_sma20<=13.27 | hit_10pc_20d:dist_high_120<=-25.59 & roc_5>-0.71 & vol_5d_vs_20d>0.68 | hit_10pc_20d:atr_20_pct>3.12 & dist_high_120<=-26.86 & dist_high_120>-40.31 & weekly_close_loc<=0.53
CYIENT [ENTERPRISE-Dryup] nf=74 down_streak=0 vol=0.5x sret=+0.5% rsi=58 distSMA200=-22% distHigh60=-16% atr=3.6% | close10d[1193,1205,1163,1181,1179,1179,1258,1243,1287,1293] vol5d[0.2x,0.9x,0.6x,1.1x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
DALBHARAT [GOLD] nf=30 down_streak=0 vol=0.7x sret=+1.4% rsi=66 distSMA200=+14% distHigh60=-0% atr=2.6% | close10d[1950,1941,1952,1974,1964,1917,1981,2007,2056,2086] vol5d[0.3x,0.3x,1.5x,1.5x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:dist_high_252>-43.48 & dist_sma_200<=24.12 & rs_market_60d<=7.95 & weekly_close_vs_sma20>12.39 | hit_10pc_20d:atr_20_pct<=3.12 & weekly_close_loc>0.76 & weekly_close_vs_sma20>-0.17 & weekly_range_pct>6.69
DEEPAKFERT [GOLD] nf=49 down_streak=0 vol=1.9x sret=+0.7% rsi=55 distSMA200=+18% distHigh60=-3% atr=4.0% | close10d[1266,1290,1247,1264,1250,1254,1302,1291,1336,1345] vol5d[0.7x,1.1x,0.6x,1.2x,1.9x] | patterns: hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252>-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc<=0.84 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.79 & dist_sma_200>-1.47 & rs_market_20d<=4.6 & weekly_close_loc>0.44 | hit_10pc_20d:roc_5>0.34 & weekly_close_loc>0.49 & weekly_range_pct<=13.88 & weekly_range_pct>7.86
DOMS [ENTERPRISE-Dryup] nf=36 down_streak=1 vol=0.3x sret=-1.1% rsi=41 distSMA200=+5% distHigh60=-8% atr=4.3% | close10d[2767,2774,2688,2698,2696,2651,2810,2797,2857,2825] vol5d[0.4x,0.6x,0.2x,0.7x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>3.79 & dist_sma_200>-1.47 & rs_market_20d<=4.6 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42
CDSL [ENTERPRISE-Dryup] nf=50 down_streak=0 vol=0.5x sret=+0.1% rsi=45 distSMA200=-6% distHigh60=-3% atr=3.5% | close10d[1328,1314,1260,1267,1240,1219,1279,1323,1336,1337] vol5d[0.8x,0.8x,1.0x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15
BBTC [ENTERPRISE-Dryup] nf=44 down_streak=0 vol=0.7x sret=+0.6% rsi=37 distSMA200=-18% distHigh60=-9% atr=3.7% | close10d[1853,1887,1836,1771,1747,1720,1795,1791,1832,1844] vol5d[0.8x,0.8x,0.8x,1.0x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42
ARE&M [ENTERPRISE-Dryup] nf=13 down_streak=0 vol=0.6x sret=+0.7% rsi=55 distSMA200=-16% distHigh60=-8% atr=3.0% | close10d[964,974,946,942,963,954,999,1014,1012,1019] vol5d[1.0x,1.1x,1.0x,0.9x,0.6x] | patterns: hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_25pc_30d:dist_high_120<=-11.56 & dist_high_252<=-38.3 & rs_sector_60d<=-4.73 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-39.34 & dist_sma_200>-21.1 & weekly_close_loc<=0.8 | hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60>-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23
EIHOTEL [ENTERPRISE-Dryup] nf=11 down_streak=3 vol=0.5x sret=-0.5% rsi=37 distSMA200=-4% distHigh60=-10% atr=3.7% | close10d[364,363,352,370,356,348,367,367,366,364] vol5d[2.1x,1.0x,0.6x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.63 & dist_sma_50>-1.72 & rs_market_20d<=3.19 & rs_sector_60d>-16.21 | hit_10pc_20d:atr_20_pct>3.58 & rs_sector_60d<=-2.09 & weekly_close_loc<=0.71 | hit_15pc_20d:atr_20_pct>3.48 & weekly_close_loc>0.22 & weekly_close_vs_sma20<=11.17 & weekly_range_pct<=13.69 | hit_15pc_20d:atr_20_pct>3.58 & rs_market_60d<=-0.55 & weekly_close_loc<=0.71
CAPLIPOINT [GOLD-baseline] nf=53 down_streak=1 vol=1.8x sret=-0.7% rsi=60 distSMA200=-0% distHigh60=-5% atr=3.6% | close10d[1885,1906,1853,1862,1902,1861,1944,2004,2015,2001] vol5d[0.5x,0.6x,1.4x,0.7x,1.8x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
ENDURANCE [ENTERPRISE-Dryup] nf=39 down_streak=1 vol=0.4x sret=-1.1% rsi=74 distSMA200=-1% distHigh60=-2% atr=4.0% | close10d[1870,1858,1871,2023,2062,2066,2097,2150,2195,2170] vol5d[0.9x,0.4x,0.3x,0.3x,0.4x] | patterns: hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50>1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43
DCMSHRIRAM [ENTERPRISE-Dryup] nf=29 down_streak=1 vol=0.2x sret=-0.2% rsi=44 distSMA200=-4% distHigh60=-15% atr=3.7% | close10d[980,1017,1011,999,994,993,1025,1035,1045,1042] vol5d[0.3x,0.4x,0.3x,0.2x,0.2x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>3.6 & dist_sma_50>-1.76 & rs_market_20d>-9.09 & weekly_close_loc>0.68 | hit_10pc_20d:atr_20_pct>3.43 & close_loc>0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61
FINCABLES [ENTERPRISE-Dryup] nf=17 down_streak=0 vol=0.8x sret=+0.3% rsi=63 distSMA200=-19% distHigh60=-12% atr=3.0% | close10d[858,913,899,896,889,878,917,919,929,932] vol5d[0.5x,0.7x,0.7x,0.7x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_25pc_30d:dist_high_120<=-11.56 & dist_high_252<=-38.3 & rs_sector_60d<=-4.73 | hit_15pc_20d:atr_20_pct>2.78 & dist_high_252<=-43.91
FIVESTAR [ENTERPRISE-Dryup] nf=33 down_streak=3 vol=0.5x sret=-0.5% rsi=15 distSMA200=-7% distHigh60=-20% atr=4.8% | close10d[696,688,673,683,680,673,692,687,681,678] vol5d[0.4x,1.0x,0.4x,0.8x,0.5x] | patterns: hit_15pc_20d:atr_20_pct>3.63 & dist_high_252<=-24.73 & slope_sma_50<=-0.07 & weekly_close_vs_sma20<=13.81 | hit_25pc_30d:atr_20_pct>4.48 & atr_5_vs_20>0.56 & dist_sma_200<=63.95 & rs_sector_60d<=0.72 | hit_15pc_20d:atr_20_pct>3.65 & dist_high_20<=-9.05 & dist_high_252<=-24.42 & dist_high_252>-45.84 | hit_25pc_30d:atr_20_pct>4.54 & dist_sma_200<=77.18 & roc_60<=37.87 & weekly_range_pct<=19.91 | hit_25pc_30d:atr_20_pct>4.1 & roc_60>-3.72
