ABB [GOLD] nf=64 down_streak=1 vol=0.9x sret=-0.3% rsi=62 distSMA200=-25% distHigh60=-22% atr=3.5% | close10d[5370,5327,5160,5129,5140,5119,5188,5411,5476,5461] vol5d[0.5x,0.4x,0.7x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20<=-3.68
ATGL [ENTERPRISE-Dryup] nf=41 down_streak=1 vol=1.1x sret=-0.5% rsi=65 distSMA200=-18% distHigh60=-21% atr=3.5% | close10d[596,607,606,597,600,604,603,609,623,620] vol5d[1.3x,0.8x,0.6x,0.9x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>2.78 & dist_high_252<=-43.91
AWL [GOLD] nf=56 down_streak=1 vol=1.1x sret=-0.1% rsi=58 distSMA200=-20% distHigh60=-24% atr=3.9% | close10d[259,261,252,255,250,247,245,248,255,255] vol5d[0.5x,0.8x,0.6x,0.9x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-33.68 & dist_sma_200<=2.78 & slope_sma_50<=-1.97 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>3.63 & dist_high_252<=-24.73 & slope_sma_50<=-0.07 & weekly_close_vs_sma20<=13.81
IDFCFIRSTB [ENTERPRISE-Dryup] nf=24 down_streak=0 vol=1.0x sret=+0.5% rsi=35 distSMA200=-19% distHigh60=-16% atr=2.8% | close10d[58,57,56,55,54,53,53,53,55,56] vol5d[1.2x,1.3x,0.0x,1.1x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71
BAJAJHLDNG [ENTERPRISE-Dryup] nf=66 down_streak=0 vol=0.5x sret=+1.1% rsi=49 distSMA200=+15% distHigh60=-9% atr=4.4% | close10d[11362,11775,11637,11385,11458,11320,11567,11619,11870,11999] vol5d[0.4x,0.9x,1.1x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
AEGISLOG [ENTERPRISE-Dryup] nf=82 down_streak=0 vol=0.3x sret=+1.7% rsi=58 distSMA200=+0% distHigh60=-24% atr=5.0% | close10d[775,750,751,712,736,737,749,747,778,791] vol5d[0.2x,0.3x,0.2x,0.3x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
BANKINDIA [GOLD] nf=52 down_streak=1 vol=0.8x sret=-0.8% rsi=65 distSMA200=-7% distHigh60=-10% atr=3.2% | close10d[94,94,91,92,91,91,91,95,100,99] vol5d[0.7x,0.6x,1.2x,1.7x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
BAYERCROP [ENTERPRISE-Dryup] nf=41 down_streak=0 vol=0.5x sret=+0.7% rsi=53 distSMA200=-16% distHigh60=-15% atr=3.3% | close10d[4877,4877,4909,4842,4731,4738,4821,4860,4935,4971] vol5d[0.4x,0.4x,0.7x,1.1x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
BEML [GOLD] nf=114 down_streak=0 vol=1.3x sret=+0.1% rsi=59 distSMA200=-29% distHigh60=-35% atr=4.3% | close10d[1291,1334,1284,1219,1245,1277,1259,1285,1371,1372] vol5d[2.1x,0.7x,0.5x,2.4x,1.3x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44
BIKAJI [ENTERPRISE-Dryup] nf=65 down_streak=1 vol=0.8x sret=-0.6% rsi=71 distSMA200=-9% distHigh60=-11% atr=5.5% | close10d[673,670,643,645,656,673,683,679,703,699] vol5d[0.9x,0.6x,0.6x,0.6x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42
LICI [ENTERPRISE-Dryup] nf=15 down_streak=0 vol=1.2x sret=+0.4% rsi=66 distSMA200=-18% distHigh60=-16% atr=2.4% | close10d[757,753,742,744,735,730,736,736,767,769] vol5d[1.2x,0.9x,0.0x,1.4x,1.2x] | patterns: hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_60<=-3.65 & n_sub_75v_20d<=9.5 & slope_sma_50<=-0.66 & weekly_range_pct>3.68 | hit_10pc_20d:dist_sma_20>-2.87 & dist_sma_200<=-1.47 & rs_market_60d>-13.49 & weekly_close_loc>0.81
BLUEJET [GOLD-baseline] nf=106 down_streak=0 vol=0.6x sret=+1.6% rsi=73 distSMA200=+69% distHigh60=-3% atr=4.4% | close10d[798,837,830,819,838,843,885,929,911,926] vol5d[0.6x,0.9x,1.2x,0.9x,0.6x] | patterns: hit_10pc_20d:roc_60<=69.69 & weekly_close_loc>0.7 & weekly_close_vs_sma20>39.28 & weekly_range_pct>5.14 | hit_15pc_20d:roc_60<=70.25 & weekly_close_loc>0.61 & weekly_close_vs_sma20>36.75 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200>49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_25pc_30d:atr_5_vs_20<=1.18 & weekly_close_loc>0.66 & weekly_close_vs_sma20>30.1 & weekly_range_pct>9.62 | hit_10pc_20d:roc_60>31.97 & rs_market_60d>31.08 & weekly_close_loc>0.59 & weekly_range_pct>9.47
ANANDRATHI [ENTERPRISE-Dryup] nf=70 down_streak=0 vol=0.5x sret=+1.2% rsi=27 distSMA200=-11% distHigh60=-19% atr=4.8% | close10d[1854,1865,1799,1739,1653,1693,1708,1705,1709,1730] vol5d[1.2x,0.5x,0.2x,0.4x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71
BLUESTARCO [ENTERPRISE-Dryup] nf=96 down_streak=1 vol=0.7x sret=-0.1% rsi=73 distSMA200=+18% distHigh60=-9% atr=4.4% | close10d[2144,2101,2083,2021,2047,2026,2014,2157,2210,2209] vol5d[0.5x,0.7x,1.2x,0.8x,0.7x] | patterns: hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47
BSE [GOLD-baseline] nf=108 down_streak=0 vol=1.1x sret=+1.9% rsi=36 distSMA200=+11% distHigh60=-27% atr=6.5% | close10d[1418,1393,1333,1270,1338,1309,1321,1382,1464,1492] vol5d[0.9x,0.7x,0.8x,1.1x,1.1x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06
GAIL [ENTERPRISE-Dryup] nf=34 down_streak=0 vol=0.9x sret=+1.5% rsi=62 distSMA200=-14% distHigh60=-13% atr=2.8% | close10d[156,152,150,151,154,152,151,151,160,162] vol5d[0.7x,0.8x,0.0x,1.0x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14
CAMS [GOLD-baseline] nf=85 down_streak=1 vol=1.3x sret=-2.9% rsi=72 distSMA200=-12% distHigh60=-30% atr=3.8% | close10d[660,673,670,673,665,682,685,720,763,741] vol5d[1.4x,1.3x,1.3x,1.8x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_5_vs_20>1.2 & dist_high_60<=-4.45 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0
BLUEDART [GOLD] nf=20 down_streak=0 vol=0.9x sret=+0.4% rsi=40 distSMA200=-21% distHigh60=-24% atr=2.9% | close10d[5995,5965,5770,5719,5649,5700,5731,5725,5877,5898] vol5d[1.3x,1.6x,0.8x,3.6x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>2.67 & dist_sma_50>-9.62 & roc_60<=-15.42 & weekly_close_loc>0.71 | hit_15pc_20d:dist_sma_200<=-16.39 & roc_60<=-12.56
CARBORUNIV [ENTERPRISE-Dryup] nf=60 down_streak=0 vol=0.7x sret=+0.1% rsi=77 distSMA200=-30% distHigh60=-26% atr=3.8% | close10d[922,921,948,988,962,956,976,986,977,978] vol5d[0.3x,0.5x,0.3x,0.4x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:dist_high_252<=-33.68 & dist_sma_200<=2.78 & slope_sma_50<=-1.97 | hit_15pc_20d:dist_high_252<=-32.38 & dist_high_60<=-19.39 & n_sub_3_range_7d<=3.5 & rs_sector_60d<=1.7
CARTRADE [GOLD] nf=92 down_streak=1 vol=0.5x sret=-0.1% rsi=84 distSMA200=+45% distHigh60=-7% atr=4.9% | close10d[1542,1549,1559,1551,1533,1559,1598,1695,1707,1706] vol5d[0.4x,0.8x,2.3x,1.4x,0.5x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62
BOSCHLTD [GOLD] nf=14 down_streak=0 vol=0.8x sret=+0.2% rsi=60 distSMA200=-16% distHigh60=-21% atr=2.2% | close10d[27070,27033,26799,26983,26807,26378,26346,27344,27557,27624] vol5d[0.4x,0.7x,1.4x,0.9x,0.8x] | patterns: hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:dist_sma_200<=-7.87 & roc_60<=-15.54 & rs_market_60d<=-12.87 | hit_15pc_20d:dist_high_120<=-25.79 & n_sub_75v_20d<=13.5 & rs_market_20d<=4.47 | hit_10pc_20d:dist_high_120<=-25.59 & roc_5>-0.71 & vol_5d_vs_20d>0.68
CASTROLIND [ENTERPRISE-Dryup] nf=29 down_streak=3 vol=0.7x sret=-1.1% rsi=49 distSMA200=-2% distHigh60=-14% atr=4.4% | close10d[239,234,228,235,233,225,229,216,213,210] vol5d[0.8x,0.7x,1.0x,0.6x,0.7x] | patterns: hit_10pc_20d:dist_sma_200<=15.86 & weekly_close_vs_sma20>1.2 & weekly_range_pct>8.79 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_15pc_20d:atr_20_pct>2.4 & dist_high_10<=-10.53 & dist_high_252<=-22.78 & dist_sma_200<=26.42 | hit_25pc_30d:atr_20_pct>4.36 & rs_market_20d<=7.24 & weekly_range_pct>7.21 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7
CEATLTD [GOLD-baseline] nf=44 down_streak=0 vol=2.5x sret=+1.3% rsi=63 distSMA200=-2% distHigh60=-15% atr=3.9% | close10d[2575,2598,2579,2540,2604,2641,2639,2736,2732,2767] vol5d[0.6x,0.3x,0.7x,1.2x,2.5x] | patterns: hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:weekly_close_loc<=0.74 & weekly_close_loc>0.44 & weekly_range_pct>9.45 | hit_15pc_20d:atr_20_pct>3.25 & weekly_close_loc>0.46 & weekly_close_vs_sma20<=21.75 & weekly_range_pct>8.46
BALRAMCHIN [GOLD] nf=102 down_streak=0 vol=0.7x sret=+0.2% rsi=78 distSMA200=+4% distHigh60=-3% atr=4.3% | close10d[459,466,453,451,487,473,477,504,540,541] vol5d[1.8x,0.6x,1.8x,6.1x,0.7x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_15pc_20d:roc_5<=11.75 & weekly_close_loc>0.54 & weekly_range_pct>14.98 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:dist_sma_20>9.12 & weekly_close_loc>0.48 & weekly_range_pct>16.49
CGCL [ENTERPRISE-Dryup] nf=57 down_streak=0 vol=0.3x sret=+1.7% rsi=52 distSMA200=-16% distHigh60=-20% atr=4.4% | close10d[166,164,160,162,160,159,158,159,163,166] vol5d[0.8x,0.8x,0.9x,0.9x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>3.6 & dist_sma_50<=-1.76 & rs_market_20d>-9.09 & weekly_close_loc>0.68
BRIGADE [GOLD] nf=61 down_streak=0 vol=1.7x sret=+0.9% rsi=43 distSMA200=-21% distHigh60=-27% atr=4.1% | close10d[958,954,957,953,976,950,937,937,948,957] vol5d[1.4x,1.5x,4.5x,1.6x,1.7x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42
CGPOWER [ENTERPRISE-Dryup] nf=84 down_streak=1 vol=0.6x sret=-1.3% rsi=69 distSMA200=-6% distHigh60=-13% atr=4.2% | close10d[628,630,597,608,608,599,610,635,663,655] vol5d[0.4x,1.0x,0.7x,0.9x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47
ASAHIINDIA [ENTERPRISE-Dryup] nf=76 down_streak=0 vol=0.5x sret=+1.7% rsi=40 distSMA200=-9% distHigh60=-22% atr=4.8% | close10d[634,633,607,604,595,585,579,599,611,622] vol5d[0.2x,0.3x,0.6x,0.3x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9
CHOICEIN [GOLD] nf=11 down_streak=1 vol=1.2x sret=-0.1% rsi=63 distSMA200=+7% distHigh60=-11% atr=2.6% | close10d[490,487,488,487,482,481,481,487,503,502] vol5d[0.7x,0.5x,0.9x,1.5x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_252>-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
ATUL [GOLD] nf=42 down_streak=0 vol=0.5x sret=+0.1% rsi=65 distSMA200=-19% distHigh60=-21% atr=3.6% | close10d[5635,5697,5688,5585,5518,5541,5814,5684,5673,5677] vol5d[0.3x,1.4x,1.0x,1.4x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:dist_sma_200<=-16.39 & roc_60<=-12.56 | hit_15pc_20d:atr_20_pct>2.54 & dist_high_120<=-26.98 & weekly_close_vs_sma20<=-1.73 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42
CHOLAHLDNG [ENTERPRISE-Dryup] nf=58 down_streak=2 vol=0.4x sret=-0.7% rsi=49 distSMA200=+2% distHigh60=-4% atr=4.4% | close10d[1618,1600,1625,1605,1596,1594,1563,1659,1639,1627] vol5d[0.8x,0.5x,1.6x,0.5x,0.4x] | patterns: hit_10pc_20d:roc_5<=3.64 & weekly_close_loc>0.51 & weekly_range_pct<=14.16 & weekly_range_pct>9.06 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:roc_5<=2.59 & weekly_close_loc>0.48 & weekly_range_pct<=16.49 & weekly_range_pct>6.77 | hit_10pc_20d:dist_sma_200<=15.86 & weekly_close_vs_sma20>1.2 & weekly_range_pct>8.79 | hit_15pc_20d:atr_20_pct>3.25 & weekly_close_loc>0.46 & weekly_close_vs_sma20<=21.75 & weekly_range_pct>8.46
